congress_no	year	icpsr	state_no	district_no	state_name	party	dim1	name
1	1790	4998	1	0	CONNECT	5000	0.9	JOHNSON
1	1790	2936	1	0	CONNECT	5000	0.5	ELLSWORTH
1	1790	507	11	0	DELAWAR	4000	0.1	BASSETT
1	1790	7762	11	0	DELAWAR	5000	0.2	READ
1	1790	3128	44	0	GEORGIA	4000	-0.5	FEW
1	1790	3877	44	0	GEORGIA	4000	-0.0	GUNN
1	1790	1536	52	0	MARYLAN	5000	0.1	CARROLL
1	1790	4333	52	0	MARYLAN	5000	0.1	HENRY
1	1790	2307	3	0	MASSACH	5000	0.8	DALTON
1	1790	9028	3	0	MASSACH	5000	0.5	STRONG
1	1790	5449	4	0	NEW HAM	5000	0.3	LANGDON
1	1790	10272	4	0	NEW HAM	4000	-0.4	WINGATE
1	1790	2943	12	0	NEW JER	5000	0.4	ELMER
1	1790	7231	12	0	NEW JER	5000	0.8	PATERSON
1	1790	8282	13	0	NEW YOR	5000	0.9	SCHUYLER
1	1790	5270	13	0	NEW YOR	5000	0.7	KING
1	1790	4212	47	0	NORTH C	5000	-0.1	HAWKINS
1	1790	5012	47	0	NORTH C	5000	-0.0	JOHNSTON
1	1790	5891	14	0	PENNSYL	4000	-0.6	MACLAY
1	1790	6712	14	0	PENNSYL	5000	0.6	MORRIS
1	1790	8845	5	0	RHODE I	4000	-0.0	STANTON
1	1790	3315	5	0	RHODE I	5000	0.2	FOSTER
1	1790	1346	48	0	SOUTH C	5000	-0.4	BUTLER
1	1790	4837	48	0	SOUTH C	5000	0.3	IZARD
1	1790	5565	40	0	VIRGINI	4000	-0.3	LEE
1	1790	9747	40	0	VIRGINI	5000	0.1	WALKER
2	1792	2936	1	0	CONNECT	5000	0.5	ELLSWORTH
2	1792	8457	1	0	CONNECT	5000	-0.5	SHERMAN
2	1792	507	11	0	DELAWAR	5000	0.1	BASSETT
2	1792	7762	11	0	DELAWAR	5000	0.2	READ
2	1792	3877	44	0	GEORGIA	4000	0.0	GUNN
2	1792	3128	44	0	GEORGIA	4000	-0.5	FEW
2	1792	4333	52	0	MARYLAN	5000	0.1	HENRY
2	1792	1536	52	0	MARYLAN	5000	0.1	CARROLL
2	1792	9028	3	0	MASSACH	5000	0.5	STRONG
2	1792	1384	3	0	MASSACH	5000	0.6	CABOT
2	1792	5449	4	0	NEW HAM	5000	0.0	LANGDON
2	1792	10272	4	0	NEW HAM	4000	-0.4	WINGATE
2	1792	2576	12	0	NEW JER	5000	0.6	DICKINSON
2	1792	8150	12	0	NEW JER	5000	0.9	RUTHERFURD
2	1792	5270	13	0	NEW YOR	5000	0.7	KING
2	1792	1302	13	0	NEW YOR	4000	-0.7	BURR
2	1792	5012	47	0	NORTH C	5000	-0.0	JOHNSTON
2	1792	4212	47	0	NORTH C	4000	-0.1	HAWKINS
2	1792	6712	14	0	PENNSYL	5000	0.6	MORRIS
2	1792	8845	5	0	RHODE I	4000	-0.0	STANTON
2	1792	3315	5	0	RHODE I	5000	0.1	FOSTER
2	1792	1346	48	0	SOUTH C	4000	-0.4	BUTLER
2	1792	4837	48	0	SOUTH C	5000	0.3	IZARD
2	1792	7989	6	0	VERMONT	4000	-0.7	ROBINSON
2	1792	956	6	0	VERMONT	4000	-0.1	BRADLEY
2	1792	6594	40	0	VIRGINI	4000	-0.5	MONROE
2	1792	5565	40	0	VIRGINI	4000	-0.3	LEE
3	1794	2936	1	0	CONNECT	5000	0.5	ELLSWORTH
3	1794	6574	1	0	CONNECT	5000	0.7	MITCHELL
3	1794	9676	11	0	DELAWAR	5000	0.3	VINING
3	1794	4854	44	0	GEORGIA	4000	-0.3	JACKSON
3	1794	3877	44	0	GEORGIA	4000	0.2	GUNN
3	1794	2866	51	0	KENTUCK	4000	-0.5	EDWARDS
3	1794	1118	51	0	KENTUCK	4000	-0.4	BROWN
3	1794	7564	52	0	MARYLAN	5000	0.4	POTTS
3	1794	4333	52	0	MARYLAN	5000	0.1	HENRY
3	1794	9028	3	0	MASSACH	5000	0.5	STRONG
3	1794	1384	3	0	MASSACH	5000	0.6	CABOT
3	1794	5449	4	0	NEW HAM	4000	-0.3	LANGDON
3	1794	5713	4	0	NEW HAM	5000	0.1	LIVERMORE
3	1794	3361	12	0	NEW JER	5000	0.9	FRELINGHUYS
3	1794	8150	12	0	NEW JER	5000	0.9	RUTHERFURD
3	1794	5270	13	0	NEW YOR	5000	0.6	KING
3	1794	1302	13	0	NEW YOR	4000	-0.7	BURR
3	1794	4212	47	0	NORTH C	4000	-0.1	HAWKINS
3	1794	6012	47	0	NORTH C	4000	-0.2	MARTIN
3	1794	6712	14	0	PENNSYL	5000	0.6	MORRIS
3	1794	8070	14	0	PENNSYL	5000	1.4	ROSS
3	1794	951	5	0	RHODE I	5000	0.5	BRADFORD
3	1794	3315	5	0	RHODE I	5000	0.1	FOSTER
3	1794	1346	48	0	SOUTH C	4000	-0.4	BUTLER
3	1794	4837	48	0	SOUTH C	5000	0.3	IZARD
3	1794	7989	6	0	VERMONT	4000	-0.7	ROBINSON
3	1794	956	6	0	VERMONT	4000	-0.1	BRADLEY
3	1794	9215	40	0	VIRGINI	4000	-0.9	TAYLOR
3	1794	6594	40	0	VIRGINI	4000	-0.5	MONROE
4	1796	9489	1	0	CONNECT	1	0.6	TRUMBULL
4	1796	9676	11	0	DELAWAR	1	0.3	VINING
4	1796	5494	11	0	DELAWAR	1	0.7	LATIMER
4	1796	3877	44	0	GEORGIA	1	0.3	GUNN
4	1796	9189	44	0	GEORGIA	200	-0.1	TATTNALL
4	1796	6000	51	0	KENTUCK	1	-0.2	MARSHALL
4	1796	1118	51	0	KENTUCK	200	-0.4	BROWN
4	1796	4333	52	0	MARYLAN	1	0.1	HENRY
4	1796	7564	52	0	MARYLAN	1	0.4	POTTS
4	1796	9028	3	0	MASSACH	1	0.5	STRONG
4	1796	1384	3	0	MASSACH	1	0.6	CABOT
4	1796	5449	4	0	NEW HAM	200	-0.6	LANGDON
4	1796	5713	4	0	NEW HAM	1	0.1	LIVERMORE
4	1796	8150	12	0	NEW JER	1	0.9	RUTHERFURD
4	1796	3361	12	0	NEW JER	1	0.9	FRELINGHUYS
4	1796	1302	13	0	NEW YOR	200	-0.7	BURR
4	1796	5270	13	0	NEW YOR	1	0.6	KING
4	1796	6012	47	0	NORTH C	200	-0.2	MARTIN
4	1796	800	47	0	NORTH C	200	-0.4	BLOODWORTH
4	1796	8070	14	0	PENNSYL	1	1.2	ROSS
4	1796	719	14	0	PENNSYL	1	0.7	BINGHAM
4	1796	951	5	0	RHODE I	1	0.5	BRADFORD
4	1796	3315	5	0	RHODE I	1	0.1	FOSTER
4	1796	7763	48	0	SOUTH C	1	0.7	READ
4	1796	1346	48	0	SOUTH C	200	-0.4	BUTLER
4	1796	7164	6	0	VERMONT	1	0.3	PAINE
4	1796	7989	6	0	VERMONT	200	-0.7	ROBINSON
4	1796	9238	40	0	VIRGINI	200	-0.9	TAZEWELL
4	1796	6063	40	0	VIRGINI	200	-1.5	MASON
5	1798	4433	1	0	CONNECT	1	0.3	HILLHOUSE
5	1798	9452	1	0	CONNECT	1	0.5	TRACY
5	1798	5494	11	0	DELAWAR	1	0.7	LATIMER
5	1798	1823	11	0	DELAWAR	1	0.6	CLAYTON
5	1798	3877	44	0	GEORGIA	1	0.5	GUNN
5	1798	9189	44	0	GEORGIA	200	-0.1	TATTNALL
5	1798	1118	51	0	KENTUCK	200	-0.4	BROWN
5	1798	6000	51	0	KENTUCK	1	-0.2	MARSHALL
5	1798	4628	52	0	MARYLAN	1	0.5	HOWARD
5	1798	5725	52	0	MARYLAN	1	0.4	LLOYD
5	1798	8344	3	0	MASSACH	1	0.7	SEDGWICK
5	1798	3674	3	0	MASSACH	1	0.5	GOODHUE
5	1798	5713	4	0	NEW HAM	1	0.1	LIVERMORE
5	1798	5449	4	0	NEW HAM	200	-1.0	LANGDON
5	1798	8964	12	0	NEW JER	1	0.7	STOCKTON
5	1798	8150	12	0	NEW JER	1	0.9	RUTHERFURD
5	1798	2351	12	0	NEW JER	1	0.5	DAVENPORT
5	1798	5498	13	0	NEW YOR	1	0.8	LAURANCE
5	1798	4469	13	0	NEW YOR	1	0.6	HOBART
5	1798	6963	13	0	NEW YOR	1	0.2	NORTH
5	1798	9874	13	0	NEW YOR	1	0.7	WATSON
5	1798	800	47	0	NORTH C	200	-0.4	BLOODWORTH
5	1798	6012	47	0	NORTH C	200	-0.2	MARTIN
5	1798	8070	14	0	PENNSYL	1	0.9	ROSS
5	1798	719	14	0	PENNSYL	1	0.7	BINGHAM
5	1798	3315	5	0	RHODE I	1	0.1	FOSTER
5	1798	951	5	0	RHODE I	1	0.5	BRADFORD
5	1798	3791	5	0	RHODE I	1	0.2	GREENE
5	1798	7763	48	0	SOUTH C	1	0.7	READ
5	1798	4753	48	0	SOUTH C	200	0.0	HUNTER
5	1798	1888	54	0	TENNESS	200	-0.6	COCKE
5	1798	4843	54	0	TENNESS	200	-0.5	JACKSON
5	1798	174	54	0	TENNESS	200	-0.3	ANDERSON
5	1798	7164	6	0	VERMONT	1	0.3	PAINE
5	1798	1706	6	0	VERMONT	1	0.4	CHIPMAN
5	1798	9238	40	0	VIRGINI	200	-0.9	TAZEWELL
5	1798	6063	40	0	VIRGINI	200	-1.2	MASON
6	1800	9452	1	0	CONNECT	1	0.5	TRACY
6	1800	4433	1	0	CONNECT	1	0.4	HILLHOUSE
6	1800	9947	11	0	DELAWAR	1	0.7	WELLS
6	1800	5494	11	0	DELAWAR	1	0.7	LATIMER
6	1800	3877	44	0	GEORGIA	1	0.7	GUNN
6	1800	379	44	0	GEORGIA	200	-0.3	BALDWIN
6	1800	6000	51	0	KENTUCK	1	-0.2	MARSHALL
6	1800	1118	51	0	KENTUCK	200	-0.3	BROWN
6	1800	4628	52	0	MARYLAN	1	0.5	HOWARD
6	1800	5725	52	0	MARYLAN	1	0.4	LLOYD
6	1800	4441	52	0	MARYLAN	1	0.6	HINDMAN
6	1800	2550	3	0	MASSACH	1	0.2	DEXTER
6	1800	3674	3	0	MASSACH	1	0.5	GOODHUE
6	1800	3303	3	0	MASSACH	1	0.5	FOSTER  D.
6	1800	6058	3	0	MASSACH	1	0.4	MASON
6	1800	5713	4	0	NEW HAM	1	0.1	LIVERMORE
6	1800	5449	4	0	NEW HAM	200	-1.3	LANGDON
6	1800	2440	12	0	NEW JER	1	0.4	DAYTON
6	1800	8278	12	0	NEW JER	1	0.5	SCHUREMAN
6	1800	5498	13	0	NEW YOR	1	0.8	LAURANCE
6	1800	6703	13	0	NEW YOR	1	0.6	MORRIS
6	1800	233	13	0	NEW YOR	200	-0.1	ARMSTRONG
6	1800	800	47	0	NORTH C	200	-0.4	BLOODWORTH
6	1800	3342	47	0	NORTH C	200	-0.1	FRANKLIN
6	1800	8070	14	0	PENNSYL	1	0.7	ROSS
6	1800	719	14	0	PENNSYL	1	0.7	BINGHAM
6	1800	3315	5	0	RHODE I	1	0.1	FOSTER  T.
6	1800	3791	5	0	RHODE I	1	0.2	GREENE
6	1800	7455	48	0	SOUTH C	200	-0.5	PINCKNEY
6	1800	7763	48	0	SOUTH C	1	0.7	READ
6	1800	1888	54	0	TENNESS	200	-0.6	COCKE
6	1800	174	54	0	TENNESS	200	-0.3	ANDERSON
6	1800	7164	6	0	VERMONT	1	0.3	PAINE
6	1800	1706	6	0	VERMONT	1	0.4	CHIPMAN
6	1800	6913	40	0	VIRGINI	200	-0.2	NICHOLAS
6	1800	6063	40	0	VIRGINI	200	-0.9	MASON
7	1802	9452	1	0	CONNECT	1	0.6	TRACY  U.
7	1802	4433	1	0	CONNECT	1	0.5	HILLHOUSE J
7	1802	10043	11	0	DELAWAR	1	0.5	WHITE  S.
7	1802	9947	11	0	DELAWAR	1	0.7	WELLS  W.H.
7	1802	379	44	0	GEORGIA	200	-0.3	BALDWIN  A.
7	1802	4854	44	0	GEORGIA	200	-0.3	JACKSON  J.
7	1802	1118	51	0	KENTUCK	200	-0.3	BROWN  J.
7	1802	994	51	0	KENTUCK	200	-0.5	BRECKENRIDG
7	1802	4628	52	0	MARYLAN	1	0.5	HOWARD J.E.
7	1802	10396	52	0	MARYLAN	200	0.0	WRIGHT  R.
7	1802	3303	3	0	MASSACH	1	0.5	FOSTER  D.
7	1802	6058	3	0	MASSACH	1	0.4	MASON  J.
7	1802	7048	4	0	NEW HAM	1	0.7	OLCOTT  S.
7	1802	2440	12	0	NEW JER	1	0.4	DAYTON  J.
7	1802	7029	12	0	NEW JER	1	0.5	OGDEN  A.
7	1802	6703	13	0	NEW YOR	1	0.6	MORRIS  G.
7	1802	1847	13	0	NEW YOR	200	-0.3	CLINTON D.W
7	1802	8977	47	0	NORTH C	200	-0.3	STONE  D.
7	1802	3342	47	0	NORTH C	200	-0.1	FRANKLIN J.
7	1802	8070	14	0	PENNSYL	1	0.4	ROSS  J.
7	1802	5744	14	0	PENNSYL	200	-0.1	LOGAN  G.
7	1802	3315	5	0	RHODE I	200	0.1	FOSTER  T.
7	1802	2903	5	0	RHODE I	200	-0.5	ELLERY  C.
7	1802	9088	48	0	SOUTH C	200	-0.5	SUMTER  T.
7	1802	1888	54	0	TENNESS	200	-0.6	COCKE  W.
7	1802	174	54	0	TENNESS	200	-0.3	ANDERSON J.
7	1802	956	6	0	VERMONT	200	-0.0	BRADLEY S.R
7	1802	6913	40	0	VIRGINI	200	-0.2	NICHOLAS  W
7	1802	6063	40	0	VIRGINI	200	-0.6	MASON  S.T.
8	1804	9452	1	0	CONNECT	1	0.7	TRACY  U.
8	1804	4433	1	0	CONNECT	1	0.6	HILLHOUSE
8	1804	10043	11	0	DELAWAR	1	0.5	WHITE  S.
8	1804	9947	11	0	DELAWAR	1	0.7	WELLS  W.H.
8	1804	524	11	0	DELAWAR	1	0.5	BAYARD  J.
8	1804	379	44	0	GEORGIA	200	-0.3	BALDWIN  A.
8	1804	4854	44	0	GEORGIA	200	-0.3	JACKSON  J.
8	1804	994	51	0	KENTUCK	200	-0.5	BRECKINRIDG
8	1804	1118	51	0	KENTUCK	200	-0.2	BROWN  J.
8	1804	8678	52	0	MARYLAN	200	-0.0	SMITH  S.
8	1804	10396	52	0	MARYLAN	200	0.0	WRIGHT  R.
8	1804	7428	3	0	MASSACH	1	0.6	PICKERING
8	1804	34	3	0	MASSACH	1	0.6	ADAMS  J.Q.
8	1804	7493	4	0	NEW HAM	1	0.9	PLUMER  W.
8	1804	7048	4	0	NEW HAM	1	0.7	OLCOTT  S.
8	1804	2440	12	0	NEW JER	1	0.4	DAYTON  J.
8	1804	1974	12	0	NEW JER	200	-0.5	CONDIT  J.
8	1804	351	13	0	NEW YOR	200	-0.0	BAILEY  T.
8	1804	8647	13	0	NEW YOR	200	-0.1	SMITH  J.
8	1804	6577	13	0	NEW YOR	200	0.1	MITCHILL
8	1804	233	13	0	NEW YOR	200	-0.1	ARMSTRONG
8	1804	3342	47	0	NORTH C	200	-0.2	FRANKLIN
8	1804	8977	47	0	NORTH C	200	-0.3	STONE  D.
8	1804	8645	24	0	OHIO	200	-0.2	SMITH  J.
8	1804	10379	24	0	OHIO	200	-0.2	WORTHINGTON
8	1804	5744	14	0	PENNSYL	200	-0.1	LOGAN  G.
8	1804	5890	14	0	PENNSYL	200	-0.3	MACLAY  S.
8	1804	2903	5	0	RHODE I	200	-0.5	ELLERY  C.
8	1804	7559	5	0	RHODE I	200	-0.4	POTTER  S.
8	1804	4656	5	0	RHODE I	200	-0.2	HOWLAND  B.
8	1804	9088	48	0	SOUTH C	200	-0.4	SUMTER  T.
8	1804	174	54	0	TENNESS	200	-0.3	ANDERSON
8	1804	1888	54	0	TENNESS	200	-0.6	COCKE  W.
8	1804	8639	6	0	VERMONT	200	-0.0	SMITH  I.
8	1804	956	6	0	VERMONT	200	-0.0	BRADLEY  S.
8	1804	6913	40	0	VIRGINI	200	-0.2	NICHOLAS
8	1804	6063	40	0	VIRGINI	200	-0.3	MASON  S.T.
8	1804	6625	40	0	VIRGINI	200	-0.4	MOORE  A.
9	1806	4433	1	0	CONNECT	1	0.7	HILLHOUSE J
9	1806	9452	1	0	CONNECT	1	0.7	TRACY  U.
9	1806	10043	11	0	DELAWAR	1	0.5	WHITE  S.
9	1806	524	11	0	DELAWAR	1	0.5	BAYARD J.A.
9	1806	379	44	0	GEORGIA	200	-0.3	BALDWIN  A.
9	1806	9366	51	0	KENTUCK	200	-0.0	THRUSTON B.
9	1806	20	51	0	KENTUCK	200	0.1	ADAIR  J.
9	1806	8678	52	0	MARYLAN	200	-0.0	SMITH  S.
9	1806	10396	52	0	MARYLAN	200	0.0	WRIGHT  R.
9	1806	7428	3	0	MASSACH	1	0.6	PICKERING T
9	1806	34	3	0	MASSACH	1	0.6	ADAMS  J.Q.
9	1806	3610	4	0	NEW HAM	200	0.2	GILMAN  N.
9	1806	7493	4	0	NEW HAM	1	0.9	PLUMER  W.
9	1806	1974	12	0	NEW JER	200	-0.5	CONDIT  J.
9	1806	5303	12	0	NEW JER	200	-0.6	KITCHELL A.
9	1806	8647	13	0	NEW YOR	200	-0.1	SMITH  J.
9	1806	6577	13	0	NEW YOR	200	0.1	MITCHILL S.
9	1806	9517	47	0	NORTH C	200	-0.5	TURNER  J.
9	1806	8977	47	0	NORTH C	200	-0.3	STONE  D.
9	1806	10379	24	0	OHIO	200	-0.3	WORTHINGTON
9	1806	8645	24	0	OHIO	200	-0.2	SMITH  J.
9	1806	5890	14	0	PENNSYL	200	-0.3	MACLAY  S.
9	1806	5744	14	0	PENNSYL	200	-0.1	LOGAN  G.
9	1806	3104	5	0	RHODE I	200	-0.3	FENNER  J.
9	1806	4656	5	0	RHODE I	200	-0.2	HOWLAND  B.
9	1806	9088	48	0	SOUTH C	200	-0.3	SUMTER  T.
9	1806	3423	48	0	SOUTH C	200	-0.4	GAILLARD J.
9	1806	174	54	0	TENNESS	200	-0.3	ANDERSON J.
9	1806	8608	54	0	TENNESS	200	-0.3	SMITH  D.
9	1806	956	6	0	VERMONT	200	-0.0	BRADLEY S.R
9	1806	8639	6	0	VERMONT	200	-0.0	SMITH  I.
9	1806	6625	40	0	VIRGINI	200	-0.4	MOORE  A.
10	1808	4433	1	0	CONNECT	1	0.8	HILLHOUSE J
10	1808	3678	1	0	CONNECT	1	0.7	GOODRICH C.
10	1808	10043	11	0	DELAWAR	1	0.5	WHITE  S.
10	1808	524	11	0	DELAWAR	1	0.5	BAYARD J.A.
10	1808	6472	44	0	GEORGIA	200	-0.4	MILLEDGE J.
10	1808	2165	44	0	GEORGIA	200	-0.4	CRAWFORD W.
10	1808	7525	51	0	KENTUCK	200	-0.0	POPE  J.
10	1808	9366	51	0	KENTUCK	200	-0.0	THRUSTON B.
10	1808	8678	52	0	MARYLAN	200	-0.0	SMITH  S.
10	1808	7792	52	0	MARYLAN	200	0.4	REED  P.
10	1808	7428	3	0	MASSACH	1	0.6	PICKERING T
10	1808	34	3	0	MASSACH	1	0.6	ADAMS  J.Q.
10	1808	5726	3	0	MASSACH	1	0.9	LLOYD  J.
10	1808	3610	4	0	NEW HAM	200	0.3	GILMAN  N.
10	1808	7200	4	0	NEW HAM	200	0.4	PARKER  N.
10	1808	1974	12	0	NEW JER	200	-0.5	CONDIT  J.
10	1808	5303	12	0	NEW JER	200	-0.6	KITCHELL A.
10	1808	8647	13	0	NEW YOR	200	-0.2	SMITH  J.
10	1808	6577	13	0	NEW YOR	200	0.1	MITCHILL S.
10	1808	9517	47	0	NORTH C	200	-0.5	TURNER  J.
10	1808	3342	47	0	NORTH C	200	-0.3	FRANKLIN J.
10	1808	9380	24	0	OHIO	200	-0.4	TIFFIN  E.
10	1808	6408	24	0	OHIO	200	0.1	MEIGS  R.J.
10	1808	3805	14	0	PENNSYL	200	-0.1	GREGG  A.
10	1808	5890	14	0	PENNSYL	200	-0.3	MACLAY  S.
10	1808	4656	5	0	RHODE I	200	-0.2	HOWLAND  B.
10	1808	6076	5	0	RHODE I	200	0.0	MATHEWSON E
10	1808	3423	48	0	SOUTH C	200	-0.3	GAILLARD J.
10	1808	9088	48	0	SOUTH C	200	-0.2	SUMTER  T.
10	1808	8608	54	0	TENNESS	200	-0.3	SMITH  D.
10	1808	174	54	0	TENNESS	200	-0.3	ANDERSON J.
10	1808	956	6	0	VERMONT	200	0.0	BRADLEY S.R
10	1808	7985	6	0	VERMONT	200	-0.5	ROBINSON J.
10	1808	3582	40	0	VIRGINI	200	-0.0	GILES  W.B.
10	1808	6625	40	0	VIRGINI	200	-0.4	MOORE  A.
11	1810	3678	1	0	CONNECT	1	0.7	GOODRICH C.
11	1810	4433	1	0	CONNECT	1	0.9	HILLHOUSE J
11	1810	2316	1	0	CONNECT	1	0.9	DANA  S.W.
11	1810	524	11	0	DELAWAR	1	0.5	BAYARD J.A.
11	1810	4586	11	0	DELAWAR	1	0.8	HORSEY  O.
11	1810	2165	44	0	GEORGIA	200	-0.4	CRAWFORD W.
11	1810	9157	44	0	GEORGIA	200	-0.5	TAIT  C.
11	1810	7525	51	0	KENTUCK	200	-0.0	POPE  J.
11	1810	1810	51	0	KENTUCK	200	0.8	CLAY  H.
11	1810	8678	52	0	MARYLAN	200	-0.0	SMITH  S.
11	1810	7792	52	0	MARYLAN	200	0.4	REED  P.
11	1810	7428	3	0	MASSACH	1	0.6	PICKERING T
11	1810	5726	3	0	MASSACH	1	0.8	LLOYD  J.
11	1810	3610	4	0	NEW HAM	200	0.4	GILMAN  N.
11	1810	7200	4	0	NEW HAM	200	0.4	PARKER  N.
11	1810	2292	4	0	NEW HAM	200	-0.4	CUTTS  C.
11	1810	5421	12	0	NEW JER	200	0.5	LAMBERT  J.
11	1810	1974	12	0	NEW JER	200	-0.5	CONDIT  J.
11	1810	8647	13	0	NEW YOR	200	-0.3	SMITH  J.
11	1810	3539	13	0	NEW YOR	200	0.6	GERMAN  O.
11	1810	3342	47	0	NORTH C	200	-0.4	FRANKLIN J.
11	1810	9517	47	0	NORTH C	200	-0.5	TURNER  J.
11	1810	6408	24	0	OHIO	200	0.1	MEIGS  R.J.
11	1810	1442	24	0	OHIO	200	-0.2	CAMPBELL A.
11	1810	10379	24	0	OHIO	200	-0.3	WORTHINGTON
11	1810	3805	14	0	PENNSYL	200	-0.1	GREGG  A.
11	1810	5594	14	0	PENNSYL	200	-0.1	LEIB  M.
11	1810	6076	5	0	RHODE I	200	0.0	MATHEWSON E
11	1810	1633	5	0	RHODE I	1	0.8	CHAMPLIN C.
11	1810	3423	48	0	SOUTH C	200	-0.3	GAILLARD J.
11	1810	9088	48	0	SOUTH C	200	-0.1	SUMTER  T.
11	1810	9216	48	0	SOUTH C	200	-0.4	TAYLOR  J.
11	1810	174	54	0	TENNESS	200	-0.3	ANDERSON J.
11	1810	10061	54	0	TENNESS	200	-0.6	WHITESIDE J
11	1810	956	6	0	VERMONT	200	0.0	BRADLEY S.R
11	1810	7985	6	0	VERMONT	200	-0.5	ROBINSON J.
11	1810	3582	40	0	VIRGINI	200	-0.0	GILES  W.B.
11	1810	1007	40	0	VIRGINI	200	-0.5	BRENT  R.
12	1812	3678	1	0	CONNECT	1	0.7	GOODRICH
12	1812	2316	1	0	CONNECT	1	0.9	DANA  S.W.
12	1812	4586	11	0	DELAWAR	1	0.7	HORSEY  O.
12	1812	524	11	0	DELAWAR	1	0.4	BAYARD  J.
12	1812	2165	44	0	GEORGIA	200	-0.4	CRAWFORD
12	1812	9157	44	0	GEORGIA	200	-0.4	TAIT  C.
12	1812	7525	51	0	KENTUCK	200	-0.0	POPE  J.
12	1812	685	51	0	KENTUCK	200	-0.3	BIBB  G.M.
12	1812	5916	45	0	LOUISIA	200	-0.3	MAGRUDER
12	1812	7543	45	0	LOUISIA	200	-0.5	POSEY  T.
12	1812	1111	45	0	LOUISIA	200	-0.0	BROWN  J.
12	1812	8678	52	0	MARYLAN	200	-0.0	SMITH  S.
12	1812	7792	52	0	MARYLAN	200	0.4	REED  P.
12	1812	5726	3	0	MASSACH	1	0.6	LLOYD  J.
12	1812	9650	3	0	MASSACH	200	-0.4	VARNUM  J.
12	1812	2292	4	0	NEW HAM	200	-0.4	CUTTS  C.
12	1812	3610	4	0	NEW HAM	200	0.5	GILMAN  N.
12	1812	5421	12	0	NEW JER	200	0.5	LAMBERT  J.
12	1812	1974	12	0	NEW JER	200	-0.5	CONDIT  J.
12	1812	8647	13	0	NEW YOR	200	-0.3	SMITH  J.
12	1812	3539	13	0	NEW YOR	200	0.6	GERMAN  O.
12	1812	3342	47	0	NORTH C	200	-0.4	FRANKLIN
12	1812	9517	47	0	NORTH C	200	-0.5	TURNER  J.
12	1812	10379	24	0	OHIO	200	-0.4	WORTHINGTON
12	1812	1442	24	0	OHIO	200	-0.2	CAMPBELL
12	1812	5594	14	0	PENNSYL	200	-0.1	LEIB  M.
12	1812	3805	14	0	PENNSYL	200	-0.1	GREGG  A.
12	1812	4651	5	0	RHODE I	200	-0.3	HOWELL  J.
12	1812	4762	5	0	RHODE I	1	0.8	HUNTER  W.
12	1812	3423	48	0	SOUTH C	200	-0.3	GAILLARD
12	1812	9216	48	0	SOUTH C	200	-0.4	TAYLOR  J.
12	1812	174	54	0	TENNESS	200	-0.3	ANDERSON
12	1812	1448	54	0	TENNESS	200	-0.5	CAMPBELL
12	1812	7985	6	0	VERMONT	200	-0.5	ROBINSON
12	1812	956	6	0	VERMONT	200	0.1	BRADLEY  S.
12	1812	3582	40	0	VIRGINI	200	-0.0	GILES  W.B.
12	1812	1007	40	0	VIRGINI	200	-0.5	BRENT  R.
13	1814	2316	1	0	CONNECT	1	0.9	DANA  S.W.
13	1814	2296	1	0	CONNECT	1	0.6	DAGGETT  D.
13	1814	9947	11	0	DELAWAR	1	0.7	WELLS  W.H.
13	1814	4586	11	0	DELAWAR	1	0.6	HORSEY  O.
13	1814	9157	44	0	GEORGIA	200	-0.4	TAIT  C.
13	1814	1230	44	0	GEORGIA	200	-0.5	BULLOCH  W.
13	1814	686	44	0	GEORGIA	200	-0.6	BIBB  W.W.
13	1814	792	51	0	KENTUCK	200	-0.3	BLEDSOE  J.
13	1814	685	51	0	KENTUCK	200	-0.1	BIBB  G.M.
13	1814	9741	51	0	KENTUCK	200	-0.5	WALKER  G.
13	1814	3377	45	0	LOUISIA	200	0.0	FROMENTIN
13	1814	1111	45	0	LOUISIA	200	-0.0	BROWN  J.
13	1814	3655	52	0	MARYLAN	1	0.8	GOLDSBOROUG
13	1814	8678	52	0	MARYLAN	200	-0.0	SMITH  S.
13	1814	9650	3	0	MASSACH	200	-0.4	VARNUM  J.
13	1814	3705	3	0	MASSACH	1	0.6	GORE  C.
13	1814	3610	4	0	NEW HAM	200	0.6	GILMAN  N.
13	1814	9341	4	0	NEW HAM	1	0.6	THOMPSON
13	1814	6054	4	0	NEW HAM	1	0.7	MASON  J.
13	1814	1974	12	0	NEW JER	200	-0.5	CONDIT  J.
13	1814	5421	12	0	NEW JER	200	0.5	LAMBERT  J.
13	1814	3539	13	0	NEW YOR	200	0.6	GERMAN  O.
13	1814	5270	13	0	NEW YOR	1	0.5	KING  R.
13	1814	9517	47	0	NORTH C	200	-0.5	TURNER  J.
13	1814	8977	47	0	NORTH C	200	-0.3	STONE  D.
13	1814	6728	24	0	OHIO	200	-0.5	MORROW  J.
13	1814	10379	24	0	OHIO	200	-0.4	WORTHINGTON
13	1814	5210	24	0	OHIO	200	-0.2	KERR  J.
13	1814	5392	14	0	PENNSYL	200	-0.7	LACOCK  A.
13	1814	5594	14	0	PENNSYL	200	-0.1	LEIB  M.
13	1814	7953	14	0	PENNSYL	200	-0.8	ROBERTS  J.
13	1814	4651	5	0	RHODE I	200	-0.3	HOWELL  J.
13	1814	4762	5	0	RHODE I	1	0.7	HUNTER  W.
