congress_no	year	icpsr	state_no	district_no	state_name	party	dim1	name
1	1789	9062	1	98	CONNECT	5000	0.648	STURGES
1	1789	9706	1	98	CONNECT	5000	0.759	WADSWORTH
1	1789	8457	1	98	CONNECT	5000	0.715	SHERMAN
1	1789	4766	1	98	CONNECT	5000	0.747	HUNTINGTON
1	1789	9489	1	98	CONNECT	5000	0.778	TRUMBULL
1	1789	9676	11	1	DELAWAR	5000	0.45	VINING
1	1789	4854	44	1	GEORGIA	4000	-0.461	JACKSON
1	1789	379	44	2	GEORGIA	4000	0.052	BALDWIN
1	1789	6071	44	3	GEORGIA	4000	-0.379	MATHEWS
1	1789	8983	52	1	MARYLAN	4000	0.107	STONE
1	1789	8363	52	2	MARYLAN	4000	0.311	SENEY
1	1789	2010	52	3	MARYLAN	4000	-0.022	CONTEE
1	1789	8693	52	4	MARYLAN	4000	0.48	SMITH  W.
1	1789	3430	52	5	MARYLAN	5000	0.303	GALE
1	1789	1538	52	6	MARYLAN	5000	0.153	CARROLL
1	1789	154	3	1	MASSACH	5000	0.884	AMES
1	1789	3674	3	2	MASSACH	5000	0.89	GOODHUE
1	1789	3541	3	3	MASSACH	4000	0.686	GERRY
1	1789	8344	3	4	MASSACH	5000	0.87	SEDGWICK
1	1789	7224	3	5	MASSACH	5000	0.833	PARTRIDGE
1	1789	9268	3	6	MASSACH	5000	0.822	THACHER
1	1789	5611	3	7	MASSACH	5000	0.878	LEONARD
1	1789	3857	3	8	MASSACH	4000	0.431	GROUT
1	1789	3610	4	98	NEW HAM	5000	0.486	GILMAN
1	1789	3299	4	98	NEW HAM	5000	0.847	FOSTER
1	1789	5713	4	98	NEW HAM	4000	0.706	LIVERMORE
1	1789	878	12	98	NEW JER	5000	0.654	BOUDINOT
1	1789	1387	12	98	NEW JER	5000	0.667	CADWALADER
1	1789	8278	12	98	NEW JER	5000	0.663	SCHUREMAN
1	1789	8544	12	98	NEW JER	5000	0.651	SINNICKSON
1	1789	3237	13	1	NEW YOR	4000	0.514	FLOYD
1	1789	5498	13	2	NEW YOR	5000	0.69	LAURANCE
1	1789	649	13	3	NEW YOR	5000	0.822	BENSON
1	1789	4193	13	4	NEW YOR	4000	0.231	HATHORN
1	1789	8511	13	5	NEW YOR	5000	0.635	SILVESTER
1	1789	9629	13	6	NEW YOR	4000	0.42	VANRENSSELA
1	1789	259	47	1	NORTH C	4000	-0.546	ASHE
1	1789	10193	47	2	NORTH C	4000	0.126	WILLIAMSON
1	1789	800	47	3	NORTH C	4000	-0.21	BLOODWORTH
1	1789	8869	47	4	NORTH C	5000	0.276	STEELE
1	1789	8374	47	5	NORTH C	5000	-0.071	SEVIER
1	1789	4390	14	98	PENNSYL	4000	0.24	HIESTER
1	1789	6784	14	98	PENNSYL	5000	0.185	MUHLENGBRG
1	1789	4156	14	98	PENNSYL	5000	0.469	HARTLEY
1	1789	8312	14	98	PENNSYL	5000	0.38	SCOTT
1	1789	10405	14	98	PENNSYL	5000	0.656	WYNKOOP
1	1789	1859	14	98	PENNSYL	5000	0.614	CLYMER
1	1789	3196	14	98	PENNSYL	5000	0.54	FITZSIMONS
1	1789	8702	48	1	SOUTH C	5000	0.641	SMITH  W.L.
1	1789	1260	48	2	SOUTH C	4000	0.215	BURKE
1	1789	4695	48	3	SOUTH C	5000	0.646	HUGER
1	1789	9088	48	4	SOUTH C	4000	-0.714	SUMTER
1	1789	9501	48	5	SOUTH C	4000	0.289	TUCKER
1	1789	10006	40	1	VIRGINI	5000	0.203	WHITE
1	1789	1118	40	2	VIRGINI	4000	-0.097	BROWN
1	1789	6625	40	3	VIRGINI	4000	-0.09	MOORE
1	1789	5564	40	4	VIRGINI	5000	0.303	LEE
1	1789	5903	40	5	VIRGINI	4000	0.033	MADISON
1	1789	1936	40	6	VIRGINI	4000	-0.26	COLES
1	1789	7156	40	7	VIRGINI	4000	0.074	PAGE
1	1789	7199	40	8	VIRGINI	4000	0.088	PARKER
1	1789	786	40	9	VIRGINI	4000	-0.862	BLAND
1	1789	3825	40	10	VIRGINI	5000	0.251	GRIFFIN
2	1791	4433	1	98	CONNECT	5000	0.626	HILLHOUSE
2	1791	5543	1	98	CONNECT	5000	0.841	LEARNED
2	1791	9062	1	98	CONNECT	5000	0.648	STURGES
2	1791	9706	1	98	CONNECT	5000	0.759	WADSWORTH
2	1791	9676	11	1	DELAWAR	5000	0.45	VINING
2	1791	9885	44	1	GEORGIA	4000	0.248	WAYNE
2	1791	379	44	2	GEORGIA	4000	0.06	BALDWIN
2	1791	10202	44	3	GEORGIA	4000	-0.04	WILLIS
2	1791	3798	51	1	KENTUCK	4000	-0.079	GREENUP
2	1791	7084	51	2	KENTUCK	4000	0.082	ORR
2	1791	5224	52	1	MARYLAN	5000	0.334	KEY
2	1791	8363	52	2	MARYLAN	4000	0.311	SENEY
2	1791	6418	52	3	MARYLAN	4000	-0.409	MERCER
2	1791	8896	52	4	MARYLAN	4000	0.509	STERETT
2	1791	6830	52	5	MARYLAN	5000	0.466	MURRAY
2	1791	154	3	1	MASSACH	5000	0.884	AMES
2	1791	3674	3	2	MASSACH	5000	0.89	GOODHUE
2	1791	3541	3	3	MASSACH	4000	0.686	GERRY
2	1791	8344	3	4	MASSACH	5000	0.87	SEDGWICK
2	1791	886	3	5	MASSACH	5000	0.954	BOURNE
2	1791	5611	3	6	MASSACH	5000	0.878	LEONARD
2	1791	9808	3	7	MASSACH	5000	0.925	WARD
2	1791	9268	3	8	MASSACH	5000	0.843	THACHER
2	1791	5713	4	98	NEW HAM	5000	0.706	LIVERMORE
2	1791	8644	4	98	NEW HAM	5000	0.487	SMITH  J.
2	1791	3610	4	98	NEW HAM	5000	0.486	GILMAN
2	1791	5303	12	98	NEW JER	5000	0.25	KITCHELL
2	1791	2440	12	98	NEW JER	5000	0.558	DAYTON
2	1791	878	12	98	NEW JER	5000	0.654	BOUDINOT
2	1791	1750	12	98	NEW JER	5000	0.305	CLARK
2	1791	9463	13	1	NEW YOR	4000	-0.101	TREDWELL
2	1791	5498	13	2	NEW YOR	5000	0.69	LAURANCE
2	1791	649	13	3	NEW YOR	5000	0.822	BENSON
2	1791	8272	13	4	NEW YOR	4000	0.031	SCHOONMAKER
2	1791	8511	13	5	NEW YOR	5000	0.635	SILVESTER
2	1791	3695	13	6	NEW YOR	5000	0.574	GORDON
2	1791	8869	47	1	NORTH C	5000	0.276	STEELE
2	1791	5895	47	2	NORTH C	4000	-0.035	MACON
2	1791	259	47	3	NORTH C	4000	-0.546	ASHE
2	1791	10193	47	4	NORTH C	4000	0.126	WILLIAMSON
2	1791	3859	47	5	NORTH C	5000	0.109	GROVE
2	1791	3196	14	1	PENNSYL	5000	0.54	FITZSIMONS
2	1791	6781	14	2	PENNSYL	4000	0.329	MUHLENBERG
2	1791	4871	14	3	PENNSYL	5000	0.333	JACOBS
2	1791	4390	14	4	PENNSYL	4000	0.195	HIESTER
2	1791	5310	14	5	PENNSYL	5000	0.546	KITTERA
2	1791	3805	14	6	PENNSYL	4000	0.232	GREGG
2	1791	4156	14	7	PENNSYL	5000	0.488	HARTLEY
2	1791	3147	14	8	PENNSYL	4000	-0.06	FINDLEY
2	1791	884	5	1	RHODE I	5000	0.749	BOURN
2	1791	8702	48	1	SOUTH C	5000	0.588	SMITH  W.L.
2	1791	456	48	2	SOUTH C	5000	0.741	BARNWELL
2	1791	4695	48	3	SOUTH C	5000	0.646	HUGER
2	1791	9088	48	4	SOUTH C	4000	-0.714	SUMTER
2	1791	9501	48	5	SOUTH C	4000	0.289	TUCKER
2	1791	8639	6	1	VERMONT	4000	0.15	SMITH  I.
2	1791	6932	6	2	VERMONT	4000	0.267	NILES
2	1791	10006	40	1	VIRGINI	5000	0.203	WHITE
2	1791	1118	40	2	VIRGINI	4000	-0.097	BROWN
2	1791	6625	40	3	VIRGINI	4000	-0.081	MOORE
2	1791	5564	40	4	VIRGINI	5000	0.303	LEE
2	1791	5903	40	5	VIRGINI	4000	0.033	MADISON
2	1791	9658	40	6	VIRGINI	4000	-0.118	VENABLE
2	1791	7156	40	7	VIRGINI	4000	0.074	PAGE
2	1791	7199	40	8	VIRGINI	4000	0.172	PARKER
2	1791	3582	40	9	VIRGINI	4000	-0.283	GILES
2	1791	3825	40	10	VIRGINI	4000	0.251	GRIFFIN
3	1793	9489	1	98	CONNECT	5000	0.778	TRUMBELL
3	1793	5543	1	98	CONNECT	5000	0.841	LEARNED
3	1793	1914	1	98	CONNECT	5000	0.561	COIT
3	1793	4433	1	98	CONNECT	5000	0.626	HILLHOUSE
3	1793	9452	1	98	CONNECT	5000	0.884	TRACY
3	1793	9127	1	98	CONNECT	5000	0.523	SWIFT
3	1793	9706	1	98	CONNECT	5000	0.759	WADSWORTH J
3	1793	5494	11	1	DELAWAR	5000	0.4	LATIMER
3	1793	379	44	98	GEORGIA	4000	0.068	BALDWIN
3	1793	1518	44	98	GEORGIA	4000	0.116	CARNES
3	1793	3798	51	1	KENTUCK	4000	-0.079	GREENUP
3	1793	7084	51	2	KENTUCK	4000	0.082	ORR
3	1793	2512	52	1	MARYLAN	5000	0.38	DENT
3	1793	8811	52	4	MARYLAN	4000	0.192	SPRIGG
3	1793	8678	52	5	MARYLAN	4000	0.421	SMITH  S.
3	1793	1716	52	6	MARYLAN	4000	0.082	CHRISTIE
3	1793	4441	52	7	MARYLAN	5000	0.856	HINDMAN
3	1793	6830	52	8	MARYLAN	5000	0.466	MURRAY
3	1793	3674	3	1	MASSACH	5000	0.89	GOODHUE
3	1793	4546	3	1	MASSACH	4000	0.557	HOLTEN
3	1793	154	3	1	MASSACH	5000	0.884	AMES
3	1793	2550	3	1	MASSACH	5000	0.579	DEXTER
3	1793	5852	3	2	MASSACH	4000	-0.011	LYMAN
3	1793	9808	3	2	MASSACH	5000	0.925	WARD
3	1793	3303	3	2	MASSACH	5000	0.813	FOSTER
3	1793	8344	3	2	MASSACH	5000	0.87	SEDGWICK
3	1793	886	3	3	MASSACH	5000	0.954	BOURNE
3	1793	1906	3	3	MASSACH	5000	0.821	COFFIN
3	1793	2451	3	4	MASSACH	4000	0.238	DEARBORN
3	1793	9707	3	4	MASSACH	5000	0.801	WADSWORTH P
3	1793	9268	3	4	MASSACH	5000	0.865	THACHER
3	1793	1865	3	99	MASSACH	5000	0.783	COBB
3	1793	3610	4	98	NEW HAM	5000	0.486	GILMAN
3	1793	10272	4	98	NEW HAM	5000	0.175	WINGATE
3	1793	8644	4	98	NEW HAM	5000	0.487	SMITH  J.
3	1793	8448	4	98	NEW HAM	4000	0.261	SHERBURNE
3	1793	554	12	98	NEW JER	5000	0.554	BEATTY
3	1793	878	12	98	NEW JER	5000	0.654	BOUDINOT
3	1793	1387	12	98	NEW JER	5000	0.667	CADWALADER
3	1793	2440	12	98	NEW JER	5000	0.558	DAYTON
3	1793	1750	12	98	NEW JER	5000	0.305	CLARK
3	1793	9881	13	1	NEW YOR	5000	0.826	WATTS
3	1793	9463	13	2	NEW YOR	4000	-0.101	TREDWELL
3	1793	9602	13	3	NEW YOR	4000	0.035	VANCORTLAND
3	1793	9615	13	4	NEW YOR	5000	0.568	VANGAASBECK
3	1793	351	13	5	NEW YOR	4000	-0.068	BAILEY
3	1793	3573	13	6	NEW YOR	5000	0.826	GILBERT
3	1793	9591	13	7	NEW YOR	5000	0.739	VAN ALEN
3	1793	3628	13	8	NEW YOR	5000	0.8	GLEN
3	1793	3695	13	9	NEW YOR	5000	0.574	GORDON
3	1793	9161	13	10	NEW YOR	5000	1.0	TALBOT
3	1793	6230	47	1	NORTH C	4000	-0.675	MCDOWELL
3	1793	5734	47	2	NORTH C	4000	-0.377	LOCKE
3	1793	10280	47	3	NORTH C	4000	-0.031	WINSTON
3	1793	6401	47	4	NORTH C	4000	-0.23	MEBANE
3	1793	5895	47	5	NORTH C	4000	-0.045	MACON
3	1793	3594	47	6	NORTH C	4000	0.001	GILLESPIE
3	1793	3859	47	7	NORTH C	5000	0.224	GROVE
3	1793	2432	47	8	NORTH C	4000	-0.076	DAWSON
3	1793	805	47	9	NORTH C	4000	-0.166	BLOUNT
3	1793	10136	47	10	NORTH C	4000	-0.08	WILLIAMS
3	1793	6608	14	98	PENNSYL	4000	0.231	MONTGOMERY
3	1793	4820	14	98	PENNSYL	4000	0.194	IRVINE
3	1793	3805	14	98	PENNSYL	4000	0.18	GREGG
3	1793	4156	14	98	PENNSYL	5000	0.507	HARTLEY
3	1793	8596	14	98	PENNSYL	4000	-0.144	SMILIE
3	1793	6784	14	98	PENNSYL	4000	0.185	MUHLENBERGJ
3	1793	4390	14	98	PENNSYL	4000	0.15	HIESTER
3	1793	231	14	98	PENNSYL	5000	0.337	ARMSTRONG
3	1793	3147	14	98	PENNSYL	4000	-0.055	FINDLEY
3	1793	3196	14	98	PENNSYL	5000	0.54	FITZSIMONS
3	1793	5310	14	98	PENNSYL	5000	0.593	KITTERA
3	1793	8312	14	98	PENNSYL	5000	0.38	SCOTT
3	1793	884	5	98	RHODE I	5000	0.749	BOURN
3	1793	5935	5	98	RHODE I	5000	0.741	MALBONE
3	1793	8702	48	1	SOUTH C	5000	0.535	SMITH  W.L.
3	1793	4753	48	2	SOUTH C	4000	0.327	HUNTER
3	1793	10275	48	4	SOUTH C	4000	0.044	WINN
3	1793	3607	48	5	SOUTH C	4000	0.28	GILLON
3	1793	7425	48	6	SOUTH C	4000	0.424	PICKENS
3	1793	8639	6	1	VERMONT	4000	0.15	SMITH  I.
3	1793	6932	6	2	VERMONT	4000	0.267	NILES
3	1793	8148	40	1	VIRGINI	4000	-0.002	RUTHERFORD
3	1793	6625	40	2	VIRGINI	4000	-0.072	MOORE
3	1793	6883	40	3	VIRGINI	4000	0.094	NEVILLE
3	1793	7603	40	4	VIRGINI	4000	-0.007	PRESTON
3	1793	4026	40	5	VIRGINI	5000	0.091	HANCOCK
3	1793	1936	40	6	VIRGINI	4000	-0.26	COLES
3	1793	9658	40	7	VIRGINI	4000	-0.118	VENABLE
3	1793	1739	40	8	VIRGINI	4000	-0.053	CLAIBORNE
3	1793	3582	40	9	VIRGINI	4000	-0.22	GILES
3	1793	4127	40	10	VIRGINI	4000	0.032	HARRISON
3	1793	7199	40	11	VIRGINI	5000	0.256	PARKER
3	1793	7156	40	12	VIRGINI	4000	0.074	PAGE
3	1793	3825	40	13	VIRGINI	5000	0.251	GRIFFIN
3	1793	9739	40	14	VIRGINI	4000	-0.433	WALKER
3	1793	5903	40	15	VIRGINI	4000	0.033	MADISON
3	1793	6886	40	16	VIRGINI	4000	-0.169	NEW
3	1793	5564	40	17	VIRGINI	5000	0.303	LEE
3	1793	6911	40	18	VIRGINI	4000	0.032	NICHOLAS
3	1793	4269	40	19	VIRGINI	4000	0.106	HEATH
4	1795	1914	1	98	CONNECT	1	0.561	COIT
4	1795	3678	1	98	CONNECT	1	0.848	GOODRICH
4	1795	3846	1	98	CONNECT	1	0.823	GRISWOLD
4	1795	8671	1	98	CONNECT	1	0.737	SMITH  N.
4	1795	9127	1	98	CONNECT	1	0.523	SWIFT
4	1795	9452	1	98	CONNECT	1	0.884	TRACY
4	1795	2355	1	98	CONNECT	1	0.919	DAVENPORT
4	1795	2316	1	98	CONNECT	1	0.667	DANA
4	1795	7235	11	1	DELAWAR	200	0.004	PATTEN
4	1795	6472	44	98	GEORGIA	200	0.11	MILLEDGE
4	1795	379	44	98	GEORGIA	200	0.076	BALDWIN
4	1795	3798	51	1	KENTUCK	200	-0.079	GREENUP
4	1795	7084	51	2	KENTUCK	200	0.082	ORR
4	1795	2512	52	1	MARYLAN	1	0.38	DENT
4	1795	8810	52	2	MARYLAN	200	0.081	SPRIGG  R.
4	1795	2125	52	3	MARYLAN	1	0.259	CRABB
4	1795	2139	52	3	MARYLAN	1	0.708	CRAIK
4	1795	8811	52	4	MARYLAN	200	0.192	SPRIGG  T.
4	1795	8678	52	5	MARYLAN	200	0.352	SMITH  S.
4	1795	1716	52	6	MARYLAN	200	0.082	CHRISTIE
4	1795	4441	52	7	MARYLAN	1	0.856	HINDMAN
4	1795	6830	52	8	MARYLAN	1	0.466	MURRAY
4	1795	5852	3	2	MASSACH	200	-0.011	LYMAN  W.
4	1795	5850	3	3	MASSACH	1	0.707	LYMAN  S.
4	1795	3303	3	4	MASSACH	1	0.813	FOSTER  D.
4	1795	3358	3	5	MASSACH	1	0.298	FREEMAN
4	1795	7788	3	6	MASSACH	1	0.599	REED
4	1795	154	3	8	MASSACH	1	0.884	AMES
4	1795	9650	3	9	MASSACH	200	0.011	VARNUM
4	1795	8376	3	10	MASSACH	1	0.754	SEWALL
4	1795	947	3	11	MASSACH	1	0.754	BRADBURY
4	1795	2451	3	12	MASSACH	200	0.238	DEARBORN
4	1795	9707	3	13	MASSACH	1	0.768	WADSWORTH
4	1795	9268	3	14	MASSACH	1	0.886	THACHER
4	1795	8644	4	98	NEW HAM	1	0.487	SMITH  J.
4	1795	3299	4	98	NEW HAM	1	0.833	FOSTER  A.
4	1795	3610	4	98	NEW HAM	1	0.486	GILMAN
4	1795	8448	4	98	NEW HAM	200	0.261	SHERBURNE
4	1795	5303	12	98	NEW JER	1	0.25	KITCHELL
4	1795	8637	12	98	NEW JER	1	0.473	SMITH  ISAA
4	1795	9353	12	98	NEW JER	1	0.656	THOMSON
4	1795	4315	12	98	NEW JER	1	0.465	HENDERSON
4	1795	5715	13	1	NEW YOR	200	0.054	LIVINGSTON
4	1795	4204	13	2	NEW YOR	200	-0.049	HAVENS
4	1795	9602	13	3	NEW YOR	200	0.066	VANCORTLAND
4	1795	4193	13	4	NEW YOR	200	0.231	HATHORN
4	1795	351	13	5	NEW YOR	200	-0.068	BAILEY
4	1795	3573	13	6	NEW YOR	1	0.826	GILBERT
4	1795	9591	13	7	NEW YOR	1	0.739	VAN ALEN
4	1795	3628	13	8	NEW YOR	1	0.8	GLEN
4	1795	10159	13	9	NEW YOR	1	0.555	WILLIAMS
4	1795	2058	13	10	NEW YOR	1	0.794	COOPER
4	1795	4519	47	1	NORTH C	200	-0.244	HOLLAND
4	1795	5734	47	2	NORTH C	200	-0.377	LOCKE
4	1795	3342	47	3	NORTH C	200	-0.103	FRANKLIN
4	1795	9187	47	4	NORTH C	200	0.015	TATOM
4	1795	9048	47	4	NORTH C	1	-0.132	STRUDWICK
4	1795	5895	47	5	NORTH C	200	-0.055	MACON
4	1795	3594	47	6	NORTH C	200	0.001	GILLESPIE
4	1795	3859	47	7	NORTH C	1	0.339	GROVE
4	1795	1255	47	8	NORTH C	200	0.037	BURGES
4	1795	805	47	9	NORTH C	200	-0.173	BLOUNT
4	1795	1176	47	10	NORTH C	200	-0.094	BRYAN
4	1795	9107	14	1	PENNSYL	200	0.122	SWANWICK
4	1795	6781	14	2	PENNSYL	200	0.329	MUHLENBERG
4	1795	9308	14	3	PENNSYL	1	0.657	THOMAS
4	1795	7870	14	4	PENNSYL	200	0.125	RICHARDS
4	1795	8555	14	4	PENNSYL	1	0.999	SITGREAVES
4	1795	4390	14	5	PENNSYL	200	0.105	HIESTER
4	1795	2881	14	5	PENNSYL	1	0.527	EGE
4	1795	5890	14	6	PENNSYL	200	-0.467	MACLAY
4	1795	5310	14	7	PENNSYL	1	0.641	KITTERA
4	1795	4156	14	8	PENNSYL	1	0.525	HARTLEY
4	1795	3805	14	9	PENNSYL	200	0.129	GREGG
4	1795	429	14	10	PENNSYL	200	-0.17	BARD
4	1795	3147	14	11	PENNSYL	200	-0.051	FINDLEY
4	1795	3437	14	12	PENNSYL	200	-0.008	GALLATIN
4	1795	5935	5	98	RHODE I	1	0.741	MALBONE
4	1795	884	5	98	RHODE I	1	0.749	BOURN
4	1795	7553	5	98	RHODE I	1	0.247	POTTER
4	1795	8702	48	1	SOUTH C	1	0.481	SMITH  W.L.
4	1795	4019	48	2	SOUTH C	200	-0.051	HAMPTON
4	1795	656	48	3	SOUTH C	200	-0.229	BENTON
4	1795	10275	48	4	SOUTH C	200	0.0	WINN
4	1795	4090	48	5	SOUTH C	1	0.574	HARPER
4	1795	2816	48	6	SOUTH C	200	0.088	EARLE
4	1795	4843	54	1	TENNESS	200	-0.31	JACKSON  A.
4	1795	8639	6	1	VERMONT	200	0.15	SMITH  ISRA
4	1795	1195	6	2	VERMONT	1	0.515	BUCK
4	1795	8148	40	1	VIRGINI	200	-0.002	RUTHERFORD
4	1795	6625	40	2	VIRGINI	200	-0.063	MOORE
4	1795	4850	40	3	VIRGINI	200	-0.321	JACKSON  G.
4	1795	7603	40	4	VIRGINI	200	-0.007	PRESTON
4	1795	4026	40	5	VIRGINI	1	0.091	HANCOCK
4	1795	1936	40	6	VIRGINI	200	-0.26	COLES
4	1795	9658	40	7	VIRGINI	200	-0.118	VENABLE
4	1795	1739	40	8	VIRGINI	200	-0.039	CLAIBORNE
4	1795	3582	40	9	VIRGINI	200	-0.156	GILES
4	1795	4127	40	10	VIRGINI	200	0.032	HARRISON
4	1795	7199	40	11	VIRGINI	1	0.339	PARKER
4	1795	7156	40	12	VIRGINI	200	0.074	PAGE
4	1795	1853	40	13	VIRGINI	200	-0.098	CLOPTON
4	1795	1380	40	14	VIRGINI	200	-0.307	CABELL
4	1795	5903	40	15	VIRGINI	200	0.033	MADISON
4	1795	6886	40	16	VIRGINI	200	-0.166	NEW
4	1795	1007	40	17	VIRGINI	200	0.036	BRENT
4	1795	6911	40	18	VIRGINI	200	0.032	NICHOLAS
4	1795	4269	40	19	VIRGINI	200	0.106	HEATH
5	1797	112	1	98	CONNECT	1	0.722	ALLEN
5	1797	8671	1	98	CONNECT	1	0.737	SMITH  N.
5	1797	3846	1	98	CONNECT	1	0.799	GRISWOLD
5	1797	3678	1	98	CONNECT	1	0.848	GOODRICH
5	1797	2316	1	98	CONNECT	1	0.69	DANA
5	1797	1914	1	98	CONNECT	1	0.561	COIT
5	1797	2355	1	98	CONNECT	1	0.919	DAVENPORT
5	1797	2852	1	98	CONNECT	1	0.803	EDMOND
5	1797	943	1	98	CONNECT	1	0.67	BRACE
5	1797	524	11	1	DELAWAR	1	0.729	BAYARD
5	1797	6472	44	98	GEORGIA	200	0.11	MILLEDGE
5	1797	379	44	98	GEORGIA	200	0.085	BALDWIN
5	1797	2413	51	1	KENTUCK	200	0.189	DAVIS
5	1797	3324	51	2	KENTUCK	200	-0.111	FOWLER
5	1797	2512	52	1	MARYLAN	1	0.38	DENT
5	1797	8810	52	2	MARYLAN	200	0.081	SPRIGG
5	1797	2139	52	3	MARYLAN	1	0.708	CRAIK
5	1797	332	52	4	MARYLAN	1	0.582	BAER
5	1797	8678	52	5	MARYLAN	200	0.284	SMITH  S.
5	1797	6087	52	6	MARYLAN	1	0.541	MATTHEWS
5	1797	4441	52	7	MARYLAN	1	0.856	HINDMAN
5	1797	2501	52	8	MARYLAN	1	0.625	DENNIS
5	1797	8563	3	1	MASSACH	200	-0.015	SKINNER
5	1797	8440	3	2	MASSACH	1	0.707	SHEPARD
5	1797	5850	3	3	MASSACH	1	0.707	LYMAN
5	1797	3303	3	4	MASSACH	1	0.813	FOSTER  D.
5	1797	3358	3	5	MASSACH	200	0.298	FREEMAN  N.
5	1797	7788	3	6	MASSACH	1	0.599	REED
5	1797	1232	3	7	MASSACH	1	0.466	BULLOCK
5	1797	7108	3	8	MASSACH	1	0.765	OTIS
5	1797	9650	3	9	MASSACH	200	-0.017	VARNUM
5	1797	8376	3	10	MASSACH	1	0.754	SEWALL
5	1797	947	3	11	MASSACH	1	0.754	BRADBURY
5	1797	484	3	11	MASSACH	1	0.635	BARTLETT
5	1797	7192	3	12	MASSACH	1	0.775	PARKER  I.
5	1797	9707	3	13	MASSACH	1	0.735	WADSWORTH
5	1797	9268	3	14	MASSACH	1	0.907	THACHER
5	1797	3357	4	98	NEW HAM	1	0.668	FREEMAN  J.
5	1797	3701	4	98	NEW HAM	1	0.817	GORDON
5	1797	3299	4	98	NEW HAM	1	0.818	FOSTER  D.
5	1797	8644	4	98	NEW HAM	1	0.487	SMITH  J.
5	1797	8802	4	98	NEW HAM	1	0.572	SPRAGUE
5	1797	8544	12	98	NEW JER	1	0.651	SINNICKSON
5	1797	4800	12	98	NEW JER	1	0.802	IMLAY
5	1797	9353	12	98	NEW JER	1	0.656	THOMSON
5	1797	8278	12	98	NEW JER	1	0.663	SCHUREMAN
5	1797	5715	13	1	NEW YOR	200	0.041	LIVINGSTON
5	1797	4204	13	2	NEW YOR	200	-0.049	HAVENS
5	1797	9602	13	3	NEW YOR	200	0.098	VANCORTLAND
5	1797	2941	13	4	NEW YOR	200	-0.091	ELMENDORF
5	1797	1072	13	5	NEW YOR	1	0.791	BROOKS
5	1797	4593	13	6	NEW YOR	1	0.732	HOSMER
5	1797	9591	13	7	NEW YOR	1	0.739	VAN ALEN
5	1797	3628	13	8	NEW YOR	1	0.8	GLEN
5	1797	10159	13	9	NEW YOR	1	0.555	WILLIAMS J.
5	1797	1881	13	10	NEW YOR	1	0.791	COCHRAN
5	1797	6229	47	1	NORTH C	200	-0.379	MCDOWELL
5	1797	5734	47	2	NORTH C	200	-0.377	LOCKE
5	1797	10176	47	3	NORTH C	200	0.117	WILLIAMS R.
5	1797	8837	47	4	NORTH C	200	0.039	STANFORD
5	1797	5895	47	5	NORTH C	200	-0.065	MACON
5	1797	3594	47	6	NORTH C	200	0.001	GILLESPIE
5	1797	3859	47	7	NORTH C	1	0.454	GROVE
5	1797	1255	47	8	NORTH C	200	0.037	BURGES
5	1797	805	47	9	NORTH C	200	-0.181	BLOUNT
5	1797	1176	47	10	NORTH C	200	-0.094	BRYAN
5	1797	8756	47	10	NORTH C	200	0.294	SPAIGHT
5	1797	9107	14	1	PENNSYL	200	0.122	SWANWICK
5	1797	9779	14	1	PENNSYL	1	0.786	WALN
5	1797	6155	14	2	PENNSYL	200	-0.464	MCCLENACHAN
5	1797	9308	14	3	PENNSYL	1	0.657	THOMAS
5	1797	1655	14	4	PENNSYL	1	0.499	CHAPMAN
5	1797	8555	14	4	PENNSYL	1	0.999	SITGREAVES
5	1797	1132	14	4	PENNSYL	200	-0.183	BROWN
5	1797	4394	14	5	PENNSYL	200	-0.119	HIESTER
5	1797	4037	14	6	PENNSYL	200	0.103	HANNA
5	1797	5310	14	7	PENNSYL	1	0.689	KITTERA
5	1797	4156	14	8	PENNSYL	1	0.544	HARTLEY
5	1797	3805	14	9	PENNSYL	200	0.078	GREGG
5	1797	429	14	10	PENNSYL	200	-0.195	BARD
5	1797	3147	14	11	PENNSYL	200	-0.046	FINDLEY
5	1797	3437	14	12	PENNSYL	200	-0.008	GALLATIN
5	1797	1633	5	98	RHODE I	1	0.68	CHAMPLIN
5	1797	7553	5	98	RHODE I	1	0.383	POTTER
5	1797	9385	5	98	RHODE I	1	0.431	TILLINGHAST
5	1797	8702	48	1	SOUTH C	1	0.428	SMITH  W.L.
5	1797	7458	48	1	SOUTH C	1	0.692	PINCKNEY
5	1797	8153	48	2	SOUTH C	1	0.747	RUTLEDGE
5	1797	656	48	3	SOUTH C	200	-0.229	BENTON
5	1797	9088	48	4	SOUTH C	200	-0.714	SUMTER
5	1797	4090	48	5	SOUTH C	1	0.574	HARPER
5	1797	8695	48	6	SOUTH C	200	0.111	SMITH  W.
5	1797	1741	54	1	TENNESS	200	0.093	CLAIBORNE W
5	1797	5867	6	1	VERMONT	200	-0.213	LYON
5	1797	6710	6	2	VERMONT	1	0.743	MORRIS
5	1797	6674	40	1	VIRGINI	1	0.621	MORGAN
5	1797	4532	40	2	VIRGINI	200	0.095	HOLMES
5	1797	5879	40	3	VIRGINI	1	0.55	MACHIR
5	1797	9468	40	4	VIRGINI	200	-0.018	TRIGG  A.
5	1797	9470	40	5	VIRGINI	200	0.036	TRIGG  J.
5	1797	1815	40	6	VIRGINI	200	-0.066	CLAY
